gene	annotation	no_sequences	aln_len	pos_count	pos_per_codon	mean_n_dev_pos	stdev_n_dev_pos	max_n_dev
OEJBCO_04410	Ubiquitin-activating enzyme E1 family protein	98	96	2	0.021	2.331	0.471	2.664
AKGBFI_06940	type III restriction endonuclease subunit M	38	761	26	0.034	0.346	0.494	2.664
FOAFML_04830	dihydroorotase	125	345	3	0.009	1.924	0.678	2.664
IEGIFK_03950	cytochrome c5 family protein	125	281	6	0.021	0.85	0.986	2.661
HCCGLM_09345	YggS family pyridoxal phosphate-dependent enzyme	125	229	2	0.009	1.61	1.334	2.553
GILMCH_01875	permease-like cell division protein FtsX	125	306	3	0.01	1.073	1.282	2.553
INPFDG_08330	biosynthetic-type acetolactate synthase largesubunit	125	576	4	0.007	0.833	1.152	2.553
FPFEIB_00820	ribonuclease III	125	240	2	0.008	2.276	0.392	2.553
FLPKAP_01450	putative protein NMB0459	125	370	4	0.011	1.166	1.074	2.442
GHKIBE_02825	acetyltransferase	65	43	1	0.023	2.442		2.442
JDLPOL_05840	glycosyl transferase	125	186	2	0.011	1.388	1.491	2.442
HMKGBL_03815	Thiamine biosynthesis protein	74	127	1	0.008	2.442		2.442
CMGIPM_10285	potassium/proton antiporter	125	577	3	0.005	1.332	0.881	2.331
GONEAM_01315	putative protein NMB0075	125	758	4	0.005	1.193	0.832	2.331
DPNOOC_01795	Outer membrane protein transport protein(OMPP1/FadL/TodX)	125	269	1	0.004	2.331		2.331
GBEPFH_01740	TIGR01244 family phosphatase	125	143	1	0.007	2.331		2.331
HBDHPE_05010	Tail fiber protein	125	431	9	0.021	0.839	0.831	2.331
DCBGBN_00200	Outer membrane protein P-III	125	237	4	0.017	0.999	0.902	2.331
AAJHJC_01250	rRNA methyltransferase	125	59	2	0.034	1.332	1.413	2.331
LMPAAK_04690	Outer membrane protein OpcA	125	264	2	0.008	1.498	1.177	2.331
DBIOJN_05030	Outer membrane protein OpcA	125	80	2	0.025	1.443	1.256	2.331
JCPBFJ_08120	DNA-binding protein	19	276	5	0.018	0.799	0.868	2.331
BNBOEA_01435	Aspartate-semialdehyde dehydrogenase	125	372	1	0.003	2.331		2.331
IPDDEA_10330	OmpH family outer membrane protein	125	167	2	0.012	1.332	1.413	2.331
GMLLLN_00575	DUF3037 domain-containing protein	95	273	22	0.081	0.742	0.612	2.331
MCMGGC_02815	pilin	16	240	30	0.125	0.714	0.645	2.331
ACIHAE_10900	DNA polymerase III subunit delta	125	333	4	0.012	1.054	0.987	2.331
IJDKON_08045	Na+/H+ antiporter	125	507	3	0.006	1.147	1.117	2.331
IECMBI_09840	TIGR01666 family membrane protein	123	717	4	0.006	1.276	0.833	2.331
LKENIL_06375	surface exposed protein	54	78	1	0.013	2.331		2.331
LKENIL_04695	anthranilate/aminodeoxychorismate synthasecomponent II	125	197	1	0.005	2.331		2.331
AMHIEJ_10570	hypothetical protein	125	118	2	0.017	1.443	1.099	2.22
BCKFAO_04900	putative lipid II flippase FtsW	124	433	2	0.005	1.276	1.334	2.22
ELOKED_11475	DNA helicase RecQ	125	768	24	0.031	0.314	0.419	2.22
NNPMCJ_08110	MarR family adhesin repressor NadR	125	147	1	0.007	2.22		2.22
HPHECO_11515	DnaA regulatory inactivator Hda	125	223	1	0.004	2.22		2.22
NKPBLJ_04380	DUF2063 domain-containing protein	125	249	2	0.008	1.276	1.334	2.22
GONEAM_08650	putative protein NMB0928	125	376	3	0.008	1.295	1.049	2.109
BFPELO_08455	magnesium transporter	125	485	2	0.004	1.276	1.177	2.109
HPHECO_02475	radical SAM family heme chaperone HemW	125	392	6	0.015	0.925	0.862	2.109
JJNNBF_01605	Ybe	42	194	10	0.052	0.477	0.568	1.998
MCMGGC_06820	alpha/beta hydrolase	125	215	3	0.014	0.851	0.995	1.998
BAEFEI_09175	hypothetical protein	8	161	22	0.137	0.701	0.556	1.998
DFBINA_06035	putative protein 2	125	158	4	0.025	1.027	0.787	1.998
DPNOOC_09335	hypothetical protein	7	363	22	0.061	0.58	0.546	1.998
ALJDAG_03195	L-pilin	8	159	27	0.17	0.641	0.542	1.998
DEODPA_04085	DNA translocase FtsK 2	125	1016	5	0.005	1.11	0.684	1.998
BFPELO_09400	pilin	6	190	27	0.142	0.744	0.445	1.998
AMHIEJ_08895	Tetratricopeptide repeat protein	125	613	2	0.003	1.609	0.549	1.998
DKMLDN_02610	TIGR00730 family Rossman fold protein	125	211	10	0.047	0.477	0.566	1.998
AKGBFI_07275	Putative hemagglutinin/hemolysin	74	378	3	0.008	1.073	0.89	1.998
BNBOEA_07280	glucose-6-phosphate dehydrogenase	125	482	2	0.004	1.055	1.334	1.998
AAJHJC_09090	lipid IV(A) 3-deoxy-D-manno-octulosonic acidtransferase	123	425	5	0.012	0.777	0.736	1.998
LBAEBK_03625	Holliday junction branch migration protein RuvA	125	195	7	0.036	0.523	0.662	1.998
IECMBI_01135	hypothetical protein	7	224	40	0.179	0.572	0.456	1.998
DBIOJN_09640	bacterioferritin	125	67	1	0.015	1.998		1.998
CPFJAA_04545	DNA mismatch repair endonuclease MutL	125	659	32	0.049	0.534	0.557	1.998
LGFMJF_10875	hypothetical protein	11	158	17	0.108	0.686	0.546	1.998
CEEHEF_09755	acyl-ACP--UDP-N-acetylglucosamineO-acyltransferase	125	266	13	0.049	0.999	0.527	1.998
BOOKHB_07585	ParA family protein	46	302	8	0.026	1.124	0.589	1.998
OFCCKL_10010	Large pilS cassette	7	248	48	0.194	0.458	0.328	1.998
CEMIJF_00755	AmpG family muropeptide MFS transporter	125	428	1	0.002	1.998		1.998
DPNOOC_11105	Opacity protein opA54	46	301	49	0.163	0.612	0.488	1.998
DCGKFM_06100	ribosome assembly RNA-binding protein YhbY	125	95	1	0.011	1.998		1.998
IECMBI_09140	sodium:alanine symporter family protein	125	476	3	0.006	0.888	0.961	1.998
OPCPNN_08635	F0F1 ATP synthase subunit gamma	125	292	2	0.007	1.332	0.942	1.998
PNIJEF_00930	CRISPR/Cas system-associated exonuclease Cas4,RecB family	125	76	2	0.026	1.332	0.942	1.998
IPDDEA_10675	23S rRNA(pseudouridine(1915)-N(3))-methyltransferase RlmH	125	172	1	0.006	1.998		1.998
BCKFAO_00290	Glycosyl transferase	54	108	2	0.019	1.943	0.078	1.998
AMHIEJ_09920	tRNA threonylcarbamoyladenosine dehydratase	125	259	2	0.008	1.165	1.177	1.998
BGAEOD_09395	Large pilS cassette	21	258	39	0.151	0.646	0.505	1.998
FLIFPJ_03120	YfeA	47	255	10	0.039	1.066	0.68	1.998
DCGKFM_11165	hypothetical protein	108	127	2	0.016	1.054	1.334	1.998
EGAONJ_00855	DNAase	125	260	1	0.004	1.998		1.998
AOEIMC_06660	acyltransferase	125	277	2	0.007	1.221	1.099	1.998
GILMCH_07710	bacterioferritin	125	158	1	0.006	1.998		1.998
LBAEBK_05635	hypothetical protein	9	156	19	0.122	0.584	0.493	1.998
FLPKAP_01785	ArsR family transcriptional regulator	125	94	2	0.021	1.72	0.392	1.998
DCGKFM_08440	3-oxoacyl-ACP reductase FabG	125	249	2	0.008	1.332	0.942	1.998
DDFKJF_03230	MJ0042 family finger-like domain	125	143	1	0.007	1.998		1.998
JCPBFJ_09265	glucokinase	114	407	8	0.02	0.61	0.63	1.997
BOOKHB_07645	hypothetical protein	45	93	2	0.022	1.664	0.47	1.996
HMKGBL_08805	aminodeoxychorismate lyase	125	332	1	0.003	1.887		1.887
GONEAM_04875	polyamine ABC transporter ATP-binding protein	125	375	2	0.005	0.999	1.256	1.887
AFIEGL_10625	nucleotide exchange factor GrpE	125	193	3	0.016	0.925	0.84	1.887
AMHIEJ_03055	Putative phage repressor	62	245	32	0.131	0.589	0.44	1.776
NNPMCJ_01155	glutamate racemase	124	328	15	0.046	0.762	0.465	1.776
OEJBCO_03745	hypothetical protein	5	126	25	0.198	0.51	0.347	1.776
ODGFBF_06460	IS1016 transposase	4	218	32	0.147	0.517	0.444	1.776
IPDDEA_00290	redox-regulated ATPase YchF	125	364	2	0.005	1.221	0.785	1.776
DCGKFM_03305	aspartate kinase	124	406	2	0.005	1.054	1.02	1.776
FPFEIB_05105	aminotransferase	125	405	3	0.007	1.258	0.803	1.776
DKMLDN_08840	3-deoxy-8-phosphooctulonate synthase	123	282	2	0.007	0.943	1.177	1.776
LGFMJF_09560	D-glycero-beta-D-manno-heptose 1,7-bisphosphate7-phosphatase	125	188	8	0.043	0.846	0.587	1.776
AFIEGL_10130	Sulfite exporter TauE/SafE	125	263	2	0.008	1.054	1.02	1.776
LGFMJF_05485	hypothetical protein	113	91	1	0.011	1.776		1.776
GGOOGO_09580	universal stress protein	123	155	4	0.026	0.888	0.601	1.776
LBAEBK_06680	recombination protein NinB	10	133	2	0.015	0.999	1.099	1.776
JMMAGG_03520	methyltransferase	123	509	2	0.004	0.943	1.177	1.776
EFGCPC_00700	septum formation inhibitor Maf	106	290	11	0.038	0.858	0.523	1.776
IJDKON_10060	dTDP-glucose 4,6-dehydratase	125	347	2	0.006	1.332	0.628	1.776
KGAFGA_03275	conjugal transfer protein TraG	41	1039	71	0.068	0.4	0.312	1.776
KHMBHM_09570	hypothetical protein	16	107	4	0.037	1.082	0.419	1.665
HEPKNL_06280	5'/3'-nucleotidase SurE	125	249	1	0.004	1.665		1.665
GMLLLN_08090	3-dehydroquinate synthase	125	360	2	0.006	1.054	0.863	1.665
DDFKJF_07720	glycerol-3-phosphate 1-O-acyltransferase PlsY	125	201	4	0.02	0.694	0.686	1.665
OFCCKL_09890	Large pilS cassette	15	399	54	0.135	0.44	0.383	1.665
LMPAAK_08640	Maltose phosphorylase	125	110	2	0.018	0.999	0.942	1.665
GONEAM_05540	DNA repair protein RecN	125	558	3	0.005	0.703	0.84	1.665
ODMHAO_05140	Replication initiation factor	10	340	7	0.021	0.856	0.543	1.665
LKENIL_07745	Type II restriction enzyme NgoBI	125	351	1	0.003	1.665		1.665
HBDHPE_05815	Holliday junction resolvase RuvX	124	152	6	0.039	0.555	0.575	1.665
BKGJEI_01865	helicase	35	828	36	0.043	0.367	0.273	1.665
IJDKON_06700	LysR family transcriptional regulator CrgA	125	304	1	0.003	1.665		1.665
NADGGK_01350	type IV pilus inner membrane platform proteinPilN	124	200	1	0.005	1.665		1.665
DBIOJN_05550	MBL fold metallo-hydrolase	125	211	5	0.024	0.71	0.575	1.665
LGFMJF_04115	CRISPR-associated protein Cas4	13	217	7	0.032	0.603	0.508	1.665
GMLLLN_02425	phosphoethanolamine transferase	125	545	8	0.015	0.416	0.516	1.665
LOGDOA_09065	pilin	11	105	29	0.276	0.666	0.475	1.665
HPHECO_04700	Transposase	94	127	4	0.031	0.61	0.711	1.665
PNIJEF_07710	Acetyltransferase, GNAT family	125	464	7	0.015	0.761	0.585	1.665
HCCGLM_11060	Fumerase-C domain-containing protein	62	180	2	0.011	0.888	1.099	1.665
HEEDGJ_04835	hypothetical protein	56	149	3	0.02	1.295	0.39	1.665
HMKGBL_05160	DUF2004 domain-containing protein	125	101	1	0.01	1.665		1.665
EFGCPC_10305	heme ABC transporter ATP-binding protein FbpC	125	353	2	0.006	1.166	0.706	1.665
DKMLDN_09645	endopeptidase La	125	821	2	0.002	0.999	0.942	1.665
LMPAAK_11525	Co-chaperonin GroES	125	97	1	0.01	1.665		1.665
GHKIBE_03345	Pilus-associated protein	6	197	38	0.193	0.532	0.37	1.665
GILMCH_11235	tRNA glutamyl-Q(34) synthetase GluQRS	125	296	16	0.054	0.451	0.392	1.665
DCGKFM_07250	leucyl aminopeptidase	125	469	2	0.004	1.332	0.471	1.665
BPBFBG_00795	DUF3482 domain-containing protein	125	447	1	0.002	1.665		1.665
BNBOEA_09955	hypothetical protein	123	152	12	0.079	0.86	0.589	1.665
OEJBCO_01470	hypothetical protein	5	161	23	0.143	0.454	0.349	1.665
AHNHIN_05270	hypothetical protein	12	109	9	0.083	0.913	0.532	1.665
JMBIMI_10050	PilC family type IV pilus tip adhesin	16	1046	199	0.19	0.394	0.293	1.665
HJJNII_08065	hypothetical protein	112	144	2	0.014	1.498	0.235	1.665
LCAGDG_03250	sulfur carrier protein ThiS	125	65	1	0.015	1.665		1.665
NKPBLJ_10540	DUF4149 domain-containing protein	123	147	2	0.014	0.999	0.942	1.665
DKMLDN_09770	conjugal transfer protein TraW	38	220	4	0.018	1.33	0.27	1.66
IEGIFK_02300	DNA (cytosine-5-)-methyltransferase	125	313	1	0.003	1.554		1.554
EFAODB_07605	Membrane protein	122	157	4	0.025	0.583	0.656	1.554
LGFMJF_07155	putative histidine-binding protein	125	269	8	0.03	0.388	0.482	1.554
AAPKIE_06015	pyruvate dehydrogenase (acetyl-transferring),homodimeric type	125	888	10	0.011	0.466	0.408	1.554
LJCBIJ_08505	Integrase catalytic domain-containing protein	119	629	4	0.006	0.86	0.802	1.554
AFIEGL_01910	Conjugal transfer protein TraD	44	551	31	0.056	0.408	0.296	1.554
GMLLLN_00230	O-succinylhomoserine sulfhydrylase	125	390	11	0.028	0.383	0.386	1.443
GBEPFH_06740	6,7-dimethyl-8-ribityllumazine synthase	125	159	2	0.013	0.888	0.785	1.443
EFGCPC_09765	two-component sensor histidine kinase	125	469	5	0.011	0.511	0.53	1.443
GONEAM_08820	DNA repair enzyme Ada(O6-methylguanine-DNA--protein-cysteine methyltransferase)	125	251	4	0.016	1.11	0.222	1.443
LGFMJF_05325	FAD:protein FMN transferase	74	178	1	0.006	1.443		1.443
ELOKED_01450	transferrin-binding protein-like solute bindingprotein	5	371	62	0.167	0.312	0.213	1.332
APANNK_05215	hypothetical protein	9	209	15	0.072	0.437	0.301	1.332
PNIJEF_04515	NADH-quinone oxidoreductase subunit NuoN	124	485	4	0.008	0.555	0.521	1.332
HEEDGJ_11125	Autotransporter serine protease (AusP)	124	82	2	0.024	0.999	0.471	1.332
KGFFKI_03035	Thiol:disulfide interchange protein DsbD	125	602	4	0.007	0.555	0.536	1.332
LKENIL_10455	hypothetical protein	17	124	2	0.016	0.832	0.706	1.332
IECMBI_10540	Type IV major pilin protein PilE1	6	190	34	0.179	0.47	0.314	1.332
DFBINA_06355	FAD-binding oxidoreductase	125	456	7	0.015	0.729	0.306	1.332
AAPKIE_01495	molecular chaperone DnaJ	125	374	1	0.003	1.332		1.332
GHKIBE_09545	alanine racemase	125	353	9	0.025	0.542	0.476	1.332
AAJHJC_01410	methyltransferase	125	323	2	0.006	0.722	0.863	1.332
PNIJEF_01260	hypothetical protein	123	120	2	0.017	0.999	0.471	1.332
LGFMJF_07845	Pilin monomer	16	107	22	0.206	0.539	0.307	1.332
OEJBCO_04570	GNAT family N-acetyltransferase	125	161	1	0.006	1.332		1.332
AMHIEJ_07065	hydroxymethylbilane synthase	125	326	14	0.043	0.729	0.49	1.332
DCGKFM_07445	Ribosomal RNA small subunit methyltransferase J	125	251	1	0.004	1.332		1.332
LGFMJF_04630	Putative phage associated protein	124	141	1	0.007	1.332		1.332
GHKIBE_08320	Glutamate dehydrogenase	125	271	2	0.007	0.888	0.628	1.332
AHNHIN_08295	[protein-PII] uridylyltransferase	125	853	1	0.001	1.332		1.332
GHKIBE_05365	sulfate ABC transporter permease subunit CysT	13	299	13	0.043	0.529	0.343	1.332
FOGPJI_09425	Phage associated protein	4	221	30	0.136	0.525	0.335	1.332
JDLPOL_03620	hypothetical protein	4	247	31	0.126	0.462	0.278	1.332
AAPKIE_00795	PTS mannose transporter subunit IIA	124	146	3	0.021	0.74	0.559	1.332
CEMIJF_03310	septum site-determining protein MinD	125	272	1	0.004	1.332		1.332
HEEDGJ_07665	aminoacyl-tRNA hydrolase	125	193	3	0.016	0.851	0.501	1.332
HCCGLM_06945	protease SohB	125	367	1	0.003	1.332		1.332
AAJHJC_04355	IS110 family ISNgo3 transposase	68	57	1	0.018	1.332		1.332
EFGCPC_04270	Glyco-trans-2-like domain-containing protein	125	67	1	0.015	1.332		1.332
CLFGNL_08825	50S ribosomal protein L30	125	62	1	0.016	1.332		1.332
IEGIFK_10065	phosphatidylserine decarboxylase	125	260	1	0.004	1.332		1.332
CLFGNL_11320	hypothetical protein	7	158	3	0.019	0.999	0.333	1.332
CEEHEF_09245	glucose-1-phosphate thymidylyltransferase RfbA	124	289	3	0.01	0.925	0.705	1.332
OEJBCO_06945	transcription antitermination factor NusB	125	162	1	0.006	1.332		1.332
FDOLEH_08615	Cys-tRNA(Pro) deacylase	125	160	1	0.006	1.332		1.332
HLLAKN_05735	hypothetical protein	7	180	19	0.106	0.619	0.283	1.332
PNIJEF_11215	bacterioferritin	125	155	2	0.013	0.832	0.706	1.332
DBIOJN_08275	DUF1543 domain-containing protein	125	172	3	0.017	0.592	0.641	1.332
OJCHKC_07590	pilin	4	131	38	0.29	0.345	0.267	1.332
BAEFEI_08290	hypothetical protein	7	281	15	0.053	0.622	0.415	1.332
IECMBI_10850	gliding motility protein	124	458	1	0.002	1.332		1.332
GHKIBE_01800	DUF4298 domain-containing protein	125	68	1	0.015	1.332		1.332
BCKFAO_05070	Maltose phosphorylase	123	389	3	0.008	0.777	0.509	1.332
OIJOPB_06275	hypothetical protein	26	77	14	0.182	0.381	0.356	1.332
AAJHJC_07895	fatty acid resistance MFS efflux transporterpermease subunit FarB	125	508	2	0.004	0.999	0.471	1.332
FPKBML_09075	4-hydroxythreonine-4-phosphate dehydrogenasePdxA	123	344	11	0.032	0.464	0.354	1.332
HEEDGJ_10780	Phage associated protein	125	213	2	0.009	0.832	0.706	1.332
AFIEGL_04360	hypothetical protein	125	75	1	0.013	1.332		1.332
CLFGNL_10995	sulfate transporter	125	93	1	0.011	1.332		1.332
OJCHKC_04590	DUF2857 domain-containing protein	47	203	14	0.069	0.357	0.317	1.332
IECMBI_04865	Peptidase	112	113	6	0.053	0.703	0.431	1.332
KIIHOL_05265	succinyl-diaminopimelate desuccinylase	125	412	4	0.01	0.666	0.471	1.332
GONEAM_01505	DNA mismatch repair protein MutS	123	865	2	0.002	0.833	0.706	1.332
NKPBLJ_06245	SUFU domain-containing protein	59	73	3	0.041	1.036	0.513	1.332
BFPELO_11015	hypothetical protein	83	184	1	0.005	1.332		1.332
AAPKIE_03055	IS630 family transposase	8	336	50	0.149	0.464	0.345	1.332
FPFEIB_05965	RNA pyrophosphohydrolase	125	203	2	0.01	0.832	0.706	1.332
LMPAAK_11370	Pilin	21	182	37	0.203	0.324	0.245	1.332
LGFMJF_07680	pimeloyl-ACP methyl ester esterase BioH	125	281	16	0.057	0.375	0.265	1.332
LKENIL_08025	Large pilS cassette	14	251	35	0.139	0.368	0.281	1.332
FLPKAP_01835	Aldose 1-epimerase	6	244	11	0.045	0.615	0.413	1.332
BOOKHB_02880	tRNA (N6-isopentenyladenosine(37)-C2)-methylthiotransferase MiaB	125	443	1	0.002	1.332		1.332
AENKPA_08520	hypothetical protein	5	116	12	0.103	0.638	0.402	1.332
CMOMEB_06390	methionine ABC transporter ATP-binding protein	125	229	2	0.009	0.777	0.785	1.332
ODGFBF_01010	NADH-quinone oxidoreductase subunit A	125	121	3	0.025	0.998	0.578	1.332
EFGCPC_03075	hypothetical protein	125	210	9	0.043	0.666	0.294	1.332
KIIHOL_08125	NAD(P)H-dependent oxidoreductase	124	189	1	0.005	1.332		1.332
CEEHEF_03695	toxin YhaV	42	145	6	0.041	0.592	0.419	1.332
AKGBFI_01225	phosphoenolpyruvate--protein phosphotransferase	125	592	20	0.034	0.427	0.344	1.332
BFPELO_10835	potassium transporter	125	659	1	0.002	1.332		1.332
ACIHAE_01120	hypothetical protein	6	287	17	0.059	0.477	0.374	1.332
AKGBFI_00555	hypothetical protein	29	706	7	0.01	0.714	0.583	1.332
EHJIKO_05860	Putative phage replication initiation protein	7	39	8	0.205	0.43	0.438	1.332
DCGKFM_05425	AbrB/MazE/SpoVT family DNA-bindingdomain-containing protein	123	79	2	0.025	1.165	0.235	1.332
BFPELO_11335	F0F1 ATP synthase subunit I	125	118	1	0.008	1.332		1.332
AMHIEJ_10905	DNA polymerase III subunit gamma/tau	122	709	24	0.034	0.324	0.3	1.332
GILMCH_08875	tryptophan--tRNA ligase	125	337	1	0.003	1.332		1.332
BNBOEA_07775	hypothetical protein	125	66	1	0.015	1.332		1.332
JPGGPH_03685	UDP-glucose 4-epimerase GalE	124	343	15	0.044	0.385	0.325	1.221
HLLAKN_09460	hypothetical protein	125	91	1	0.011	1.221		1.221
AFIEGL_00925	methylenetetrahydrofolate reductase	124	295	5	0.017	0.622	0.5	1.221
KBCHFE_01280	PepSY domain-containing protein	125	95	2	0.021	0.777	0.628	1.221
JMBIMI_06595	DNA-3-methyladenine glycosylase	125	184	3	0.016	0.74	0.449	1.221
DFBINA_08080	thiamine biosynthesis protein ApbE	125	352	2	0.006	0.666	0.785	1.221
OIJOPB_05930	histidine--tRNA ligase	125	432	1	0.002	1.221		1.221
OPCPNN_04320	DNA polymerase III subunit gamma/tau	8	616	10	0.016	0.422	0.346	1.22
HJJNII_03255	sodium-coupled multidrug efflux MATE transporterNorM	125	460	1	0.002	1.218		1.218
LBAEBK_04140	bifunctional glutamateN-acetyltransferase/amino-acid acetyltransferase ArgJ	125	407	2	0.005	0.721	0.549	1.11
EHLPDB_03705	acetyl-CoA carboxylase biotin carboxyl carrierprotein	118	156	3	0.019	0.592	0.449	1.11
LMPAAK_04285	Yfd	45	506	3	0.006	0.888	0.294	1.11
DBIOJN_05480	hypothetical protein	6	259	36	0.139	0.373	0.242	1.11
AAJHJC_05560	tRNA 5-hydroxyuridine modification protein YegQ	125	452	1	0.002	0.999		0.999
JDLPOL_07965	hypothetical protein	5	36	2	0.056	0.999	0.0	0.999
ACIHAE_05105	cell division protein FtsL	125	88	2	0.023	0.832	0.235	0.999
LGFMJF_01155	protease HtpX	125	280	2	0.007	0.666	0.471	0.999
NEILBB_03985	modification methylase HphIB	125	336	2	0.006	0.666	0.471	0.999
GILMCH_05925	Ribose-phosphate pyrophosphokinase	125	328	3	0.009	0.407	0.513	0.999
LGFMJF_00490	hypothetical protein	112	152	1	0.007	0.999		0.999
MCMGGC_01255	1-acyl-sn-glycerol-3-phosphate acyltransferase	125	248	1	0.004	0.999		0.999
BCKFAO_00790	type B 50S ribosomal protein L36	125	42	2	0.048	0.666	0.471	0.999
NNPMCJ_01940	hypothetical protein	110	45	4	0.089	0.499	0.345	0.999
DKMLDN_09175	Integral membrane protein	125	135	4	0.03	0.721	0.333	0.999
CEMIJF_11690	zinc-finger domain-containing protein	125	78	1	0.013	0.999		0.999
OIJOPB_02065	LprI domain-containing protein	125	339	4	0.012	0.388	0.42	0.999
JCPBFJ_04730	Phosphoribosylamine--glycine ligase	125	424	3	0.007	0.518	0.449	0.999
HEEDGJ_06835	Membrane protein	125	78	2	0.026	0.555	0.628	0.999
FNBPCP_00090	cytochrome C biogenesis protein	125	672	2	0.003	0.721	0.392	0.999
DDFKJF_08885	hypothetical protein	67	188	2	0.011	0.832	0.235	0.999
JCPBFJ_10065	biotin synthase BioB	125	417	2	0.005	0.832	0.235	0.999
HEIKPG_07855	conjugal transfer protein TraE	47	217	2	0.009	0.666	0.471	0.999
APANNK_06545	hypothetical protein	125	95	1	0.011	0.999		0.999
FOGPJI_01780	Outer membrane protein assembly factor BamE	125	126	1	0.008	0.999		0.999
HPHECO_01800	heme biosynthesis operon protein HemX	125	445	1	0.002	0.999		0.999
IEGIFK_10225	heme ABC transporter permease FbpB	124	510	1	0.002	0.999		0.999
NNPMCJ_03450	aldehyde dehydrogenase	124	448	1	0.002	0.999		0.999
DKMLDN_09805	conjugal transfer protein TraH	43	504	4	0.008	0.527	0.388	0.999
AFIEGL_00595	CRISPR-associated endonuclease Cas1	123	155	9	0.058	0.604	0.329	0.999
IEGIFK_00995	30S ribosomal protein S1	125	565	1	0.002	0.999		0.999
OEJBCO_08105	glycosyl transferase family 1	48	164	10	0.061	0.422	0.266	0.999
AFIEGL_10945	cytochrome-c oxidase, cbb3-type subunit I	125	478	1	0.002	0.999		0.999
AMHIEJ_11065	phosphogluconate dehydratase	125	631	11	0.017	0.414	0.286	0.999
DNHNFJ_09435	Putative MAFB alternative C-terminus	7	483	27	0.056	0.312	0.239	0.999
DFBINA_02915	Chitinase	125	141	1	0.007	0.999		0.999
LGFMJF_00660	restriction endonuclease	125	250	2	0.008	0.999	0.0	0.999
IECMBI_11530	transcription elongation factor	7	165	1	0.006	0.999		0.999
GHKIBE_03490	Oxidoreductase-like domain-containing protein	68	68	3	0.044	0.777	0.385	0.999
GILMCH_10900	S-adenosyl-L-methionine-dependentmethyltransferase	125	393	1	0.003	0.999		0.999
JJNNBF_01730	DNA methylase	44	379	31	0.082	0.372	0.251	0.999
FLPKAP_03700	translation elongation factor Ts	125	285	2	0.007	0.832	0.235	0.999
EGAONJ_01025	segregation and condensation protein B	125	201	1	0.005	0.999		0.999
GHKIBE_00745	NADH-quinone oxidoreductase subunit D	125	419	1	0.002	0.999		0.999
DBIOJN_09960	TetR family transcriptional regulator	125	215	3	0.014	0.592	0.357	0.999
NADGGK_10405	hypothetical protein	44	70	10	0.143	0.388	0.315	0.999
JPGGPH_07445	hypothetical protein	6	158	16	0.101	0.43	0.268	0.999
JPGGPH_08635	hypothetical protein	7	58	8	0.138	0.61	0.297	0.999
DCGKFM_06260	uracil phosphoribosyltransferase	125	209	1	0.005	0.999		0.999
LKENIL_08605	octaprenyl diphosphate synthase	125	325	2	0.006	0.666	0.471	0.999
ICENOK_11245	Surface lipoprotein assembly modifier	124	539	3	0.006	0.555	0.385	0.999
